API Name,Instance Family,Instance Size,Category,vCPUs,Memory (GiB),Network (Gbps),Region,Pricing Model,OS,Hourly Cost ($),Monthly Cost ($),Memory per vCPU (GiB),Cost per vCPU ($/hr),Cost per GiB ($/hr)
r5.12xlarge,r5,12xlarge,Memory Optimized,48,384.0,10.0,ap-northeast-1,OnDemand,Linux,3.6288,2649.02,8.0,0.0756,0.0095
r5.12xlarge,r5,12xlarge,Memory Optimized,48,384.0,10.0,ap-northeast-1,OnDemand,Windows,5.298,3867.54,8.0,0.1104,0.0138
r5.12xlarge,r5,12xlarge,Memory Optimized,48,384.0,10.0,ap-northeast-1,OnDemand,RHEL,3.8828,2834.44,8.0,0.0809,0.0101
r5.12xlarge,r5,12xlarge,Memory Optimized,48,384.0,10.0,ap-northeast-1,Reserved-1yr,Linux,2.1773,1589.43,8.0,0.0454,0.0057
r5.12xlarge,r5,12xlarge,Memory Optimized,48,384.0,10.0,ap-northeast-1,Reserved-1yr,Windows,3.1788,2320.52,8.0,0.0662,0.0083
r5.12xlarge,r5,12xlarge,Memory Optimized,48,384.0,10.0,ap-northeast-1,Reserved-1yr,RHEL,2.3297,1700.68,8.0,0.0485,0.0061
r5.12xlarge,r5,12xlarge,Memory Optimized,48,384.0,10.0,ap-northeast-1,Reserved-3yr,Linux,1.4515,1059.6,8.0,0.0302,0.0038
r5.12xlarge,r5,12xlarge,Memory Optimized,48,384.0,10.0,ap-northeast-1,Reserved-3yr,Windows,2.1192,1547.02,8.0,0.0442,0.0055
r5.12xlarge,r5,12xlarge,Memory Optimized,48,384.0,10.0,ap-northeast-1,Reserved-3yr,RHEL,1.5531,1133.76,8.0,0.0324,0.004
r5.12xlarge,r5,12xlarge,Memory Optimized,48,384.0,10.0,ap-northeast-1,Spot,Linux,1.0886,794.68,8.0,0.0227,0.0028
r5.12xlarge,r5,12xlarge,Memory Optimized,48,384.0,10.0,ap-northeast-1,Spot,Windows,1.5894,1160.26,8.0,0.0331,0.0041
r5.12xlarge,r5,12xlarge,Memory Optimized,48,384.0,10.0,ap-northeast-1,Spot,RHEL,1.1648,850.3,8.0,0.0243,0.003
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-east-1,OnDemand,Linux,4.032,2943.36,8.0,0.063,0.0079
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-east-1,OnDemand,Windows,5.8867,4297.29,8.0,0.092,0.0115
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-east-1,OnDemand,RHEL,4.3142,3149.37,8.0,0.0674,0.0084
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-east-1,Reserved-1yr,Linux,2.4192,1766.02,8.0,0.0378,0.0047
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-east-1,Reserved-1yr,Windows,3.532,2578.36,8.0,0.0552,0.0069
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-east-1,Reserved-1yr,RHEL,2.5885,1889.6,8.0,0.0404,0.0051
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-east-1,Reserved-3yr,Linux,1.6128,1177.34,8.0,0.0252,0.0032
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-east-1,Reserved-3yr,Windows,2.3547,1718.93,8.0,0.0368,0.0046
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-east-1,Reserved-3yr,RHEL,1.7257,1259.76,8.0,0.027,0.0034
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-east-1,Spot,Linux,1.2096,883.01,8.0,0.0189,0.0024
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-east-1,Spot,Windows,1.766,1289.18,8.0,0.0276,0.0034
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-east-1,Spot,RHEL,1.2943,944.84,8.0,0.0202,0.0025
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-west-2,OnDemand,Linux,4.153,3031.69,8.0,0.0649,0.0081
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-west-2,OnDemand,Windows,6.0633,4426.21,8.0,0.0947,0.0118
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-west-2,OnDemand,RHEL,4.4437,3243.9,8.0,0.0694,0.0087
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-west-2,Reserved-1yr,Linux,2.4918,1819.01,8.0,0.0389,0.0049
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-west-2,Reserved-1yr,Windows,3.638,2655.74,8.0,0.0568,0.0071
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-west-2,Reserved-1yr,RHEL,2.6662,1946.33,8.0,0.0417,0.0052
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-west-2,Reserved-3yr,Linux,1.6612,1212.68,8.0,0.026,0.0032
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-west-2,Reserved-3yr,Windows,2.4253,1770.47,8.0,0.0379,0.0047
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-west-2,Reserved-3yr,RHEL,1.7775,1297.58,8.0,0.0278,0.0035
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-west-2,Spot,Linux,1.2459,909.51,8.0,0.0195,0.0024
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-west-2,Spot,Windows,1.819,1327.87,8.0,0.0284,0.0036
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,us-west-2,Spot,RHEL,1.3331,973.16,8.0,0.0208,0.0026
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,eu-west-1,OnDemand,Linux,4.4352,3237.7,8.0,0.0693,0.0087
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,eu-west-1,OnDemand,Windows,6.4754,4727.04,8.0,0.1012,0.0126
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,eu-west-1,OnDemand,RHEL,4.7457,3464.36,8.0,0.0742,0.0093
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,eu-west-1,Reserved-1yr,Linux,2.6611,1942.6,8.0,0.0416,0.0052
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,eu-west-1,Reserved-1yr,Windows,3.8852,2836.2,8.0,0.0607,0.0076
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,eu-west-1,Reserved-1yr,RHEL,2.8474,2078.6,8.0,0.0445,0.0056
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,eu-west-1,Reserved-3yr,Linux,1.7741,1295.09,8.0,0.0277,0.0035
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,eu-west-1,Reserved-3yr,Windows,2.5902,1890.85,8.0,0.0405,0.0051
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,eu-west-1,Reserved-3yr,RHEL,1.8983,1385.76,8.0,0.0297,0.0037
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,eu-west-1,Spot,Linux,1.3306,971.34,8.0,0.0208,0.0026
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,eu-west-1,Spot,Windows,1.9426,1418.1,8.0,0.0304,0.0038
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,eu-west-1,Spot,RHEL,1.4237,1039.3,8.0,0.0222,0.0028
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-southeast-1,OnDemand,Linux,4.6368,3384.86,8.0,0.0725,0.0091
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-southeast-1,OnDemand,Windows,6.7697,4941.88,8.0,0.1058,0.0132
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-southeast-1,OnDemand,RHEL,4.9614,3621.82,8.0,0.0775,0.0097
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-southeast-1,Reserved-1yr,Linux,2.7821,2030.93,8.0,0.0435,0.0054
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-southeast-1,Reserved-1yr,Windows,4.0618,2965.11,8.0,0.0635,0.0079
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-southeast-1,Reserved-1yr,RHEL,2.9768,2173.06,8.0,0.0465,0.0058
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-southeast-1,Reserved-3yr,Linux,1.8547,1353.93,8.0,0.029,0.0036
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-southeast-1,Reserved-3yr,Windows,2.7079,1976.77,8.0,0.0423,0.0053
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-southeast-1,Reserved-3yr,RHEL,1.9846,1448.76,8.0,0.031,0.0039
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-southeast-1,Spot,Linux,1.391,1015.43,8.0,0.0217,0.0027
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-southeast-1,Spot,Windows,2.0309,1482.56,8.0,0.0317,0.004
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-southeast-1,Spot,RHEL,1.4884,1086.53,8.0,0.0233,0.0029
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-northeast-1,OnDemand,Linux,4.8384,3532.03,8.0,0.0756,0.0095
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-northeast-1,OnDemand,Windows,7.0641,5156.79,8.0,0.1104,0.0138
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-northeast-1,OnDemand,RHEL,5.1771,3779.28,8.0,0.0809,0.0101
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-northeast-1,Reserved-1yr,Linux,2.903,2119.19,8.0,0.0454,0.0057
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-northeast-1,Reserved-1yr,Windows,4.2384,3094.03,8.0,0.0662,0.0083
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-northeast-1,Reserved-1yr,RHEL,3.1063,2267.6,8.0,0.0485,0.0061
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-northeast-1,Reserved-3yr,Linux,1.9354,1412.84,8.0,0.0302,0.0038
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-northeast-1,Reserved-3yr,Windows,2.8256,2062.69,8.0,0.0442,0.0055
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-northeast-1,Reserved-3yr,RHEL,2.0708,1511.68,8.0,0.0324,0.004
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-northeast-1,Spot,Linux,1.4515,1059.6,8.0,0.0227,0.0028
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-northeast-1,Spot,Windows,2.1192,1547.02,8.0,0.0331,0.0041
r5.16xlarge,r5,16xlarge,Memory Optimized,64,512.0,20.0,ap-northeast-1,Spot,RHEL,1.5531,1133.76,8.0,0.0243,0.003
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-east-1,OnDemand,Linux,6.048,4415.04,8.0,0.063,0.0079
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-east-1,OnDemand,Windows,8.8301,6445.97,8.0,0.092,0.0115
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-east-1,OnDemand,RHEL,6.4714,4724.12,8.0,0.0674,0.0084
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-east-1,Reserved-1yr,Linux,3.6288,2649.02,8.0,0.0378,0.0047
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-east-1,Reserved-1yr,Windows,5.298,3867.54,8.0,0.0552,0.0069
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-east-1,Reserved-1yr,RHEL,3.8828,2834.44,8.0,0.0404,0.0051
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-east-1,Reserved-3yr,Linux,2.4192,1766.02,8.0,0.0252,0.0032
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-east-1,Reserved-3yr,Windows,3.532,2578.36,8.0,0.0368,0.0046
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-east-1,Reserved-3yr,RHEL,2.5885,1889.6,8.0,0.027,0.0034
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-east-1,Spot,Linux,1.8144,1324.51,8.0,0.0189,0.0024
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-east-1,Spot,Windows,2.649,1933.77,8.0,0.0276,0.0034
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-east-1,Spot,RHEL,1.9414,1417.22,8.0,0.0202,0.0025
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-west-2,OnDemand,Linux,6.2294,4547.46,8.0,0.0649,0.0081
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-west-2,OnDemand,Windows,9.095,6639.35,8.0,0.0947,0.0118
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-west-2,OnDemand,RHEL,6.6655,4865.81,8.0,0.0694,0.0087
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-west-2,Reserved-1yr,Linux,3.7377,2728.52,8.0,0.0389,0.0049
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-west-2,Reserved-1yr,Windows,5.457,3983.61,8.0,0.0568,0.0071
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-west-2,Reserved-1yr,RHEL,3.9993,2919.49,8.0,0.0417,0.0052
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-west-2,Reserved-3yr,Linux,2.4918,1819.01,8.0,0.026,0.0032
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-west-2,Reserved-3yr,Windows,3.638,2655.74,8.0,0.0379,0.0047
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-west-2,Reserved-3yr,RHEL,2.6662,1946.33,8.0,0.0278,0.0035
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-west-2,Spot,Linux,1.8688,1364.22,8.0,0.0195,0.0024
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-west-2,Spot,Windows,2.7285,1991.8,8.0,0.0284,0.0036
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,us-west-2,Spot,RHEL,1.9997,1459.78,8.0,0.0208,0.0026
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,eu-west-1,OnDemand,Linux,6.6528,4856.54,8.0,0.0693,0.0087
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,eu-west-1,OnDemand,Windows,9.7131,7090.56,8.0,0.1012,0.0126
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,eu-west-1,OnDemand,RHEL,7.1185,5196.51,8.0,0.0742,0.0093
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,eu-west-1,Reserved-1yr,Linux,3.9917,2913.94,8.0,0.0416,0.0052
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,eu-west-1,Reserved-1yr,Windows,5.8279,4254.37,8.0,0.0607,0.0076
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,eu-west-1,Reserved-1yr,RHEL,4.2711,3117.9,8.0,0.0445,0.0056
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,eu-west-1,Reserved-3yr,Linux,2.6611,1942.6,8.0,0.0277,0.0035
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,eu-west-1,Reserved-3yr,Windows,3.8852,2836.2,8.0,0.0405,0.0051
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,eu-west-1,Reserved-3yr,RHEL,2.8474,2078.6,8.0,0.0297,0.0037
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,eu-west-1,Spot,Linux,1.9958,1456.93,8.0,0.0208,0.0026
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,eu-west-1,Spot,Windows,2.9139,2127.15,8.0,0.0304,0.0038
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,eu-west-1,Spot,RHEL,2.1355,1558.91,8.0,0.0222,0.0028
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-southeast-1,OnDemand,Linux,6.9552,5077.3,8.0,0.0725,0.0091
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-southeast-1,OnDemand,Windows,10.1546,7412.86,8.0,0.1058,0.0132
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-southeast-1,OnDemand,RHEL,7.4421,5432.73,8.0,0.0775,0.0097
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-southeast-1,Reserved-1yr,Linux,4.1731,3046.36,8.0,0.0435,0.0054
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-southeast-1,Reserved-1yr,Windows,6.0928,4447.74,8.0,0.0635,0.0079
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-southeast-1,Reserved-1yr,RHEL,4.4652,3259.6,8.0,0.0465,0.0058
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-southeast-1,Reserved-3yr,Linux,2.7821,2030.93,8.0,0.029,0.0036
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-southeast-1,Reserved-3yr,Windows,4.0618,2965.11,8.0,0.0423,0.0053
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-southeast-1,Reserved-3yr,RHEL,2.9768,2173.06,8.0,0.031,0.0039
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-southeast-1,Spot,Linux,2.0866,1523.22,8.0,0.0217,0.0027
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-southeast-1,Spot,Windows,3.0464,2223.87,8.0,0.0317,0.004
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-southeast-1,Spot,RHEL,2.2326,1629.8,8.0,0.0233,0.0029
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-northeast-1,OnDemand,Linux,7.2576,5298.05,8.0,0.0756,0.0095
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-northeast-1,OnDemand,Windows,10.5961,7735.15,8.0,0.1104,0.0138
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-northeast-1,OnDemand,RHEL,7.7656,5668.89,8.0,0.0809,0.0101
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-northeast-1,Reserved-1yr,Linux,4.3546,3178.86,8.0,0.0454,0.0057
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-northeast-1,Reserved-1yr,Windows,6.3577,4641.12,8.0,0.0662,0.0083
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-northeast-1,Reserved-1yr,RHEL,4.6594,3401.36,8.0,0.0485,0.0061
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-northeast-1,Reserved-3yr,Linux,2.903,2119.19,8.0,0.0302,0.0038
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-northeast-1,Reserved-3yr,Windows,4.2384,3094.03,8.0,0.0442,0.0055
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-northeast-1,Reserved-3yr,RHEL,3.1063,2267.6,8.0,0.0324,0.004
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-northeast-1,Spot,Linux,2.1773,1589.43,8.0,0.0227,0.0028
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-northeast-1,Spot,Windows,3.1788,2320.52,8.0,0.0331,0.0041
r5.24xlarge,r5,24xlarge,Memory Optimized,96,768.0,25.0,ap-northeast-1,Spot,RHEL,2.3297,1700.68,8.0,0.0243,0.003
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-east-1,OnDemand,Linux,0.113,82.49,8.0,0.0565,0.0071
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-east-1,OnDemand,Windows,0.165,120.45,8.0,0.0825,0.0103
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-east-1,OnDemand,RHEL,0.1209,88.26,8.0,0.0604,0.0076
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-east-1,Reserved-1yr,Linux,0.0678,49.49,8.0,0.0339,0.0042
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-east-1,Reserved-1yr,Windows,0.099,72.27,8.0,0.0495,0.0062
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-east-1,Reserved-1yr,RHEL,0.0725,52.92,8.0,0.0362,0.0045
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-east-1,Reserved-3yr,Linux,0.0452,33.0,8.0,0.0226,0.0028
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-east-1,Reserved-3yr,Windows,0.066,48.18,8.0,0.033,0.0041
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-east-1,Reserved-3yr,RHEL,0.0484,35.33,8.0,0.0242,0.003
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-east-1,Spot,Linux,0.0339,24.75,8.0,0.0169,0.0021
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-east-1,Spot,Windows,0.0495,36.14,8.0,0.0248,0.0031
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-east-1,Spot,RHEL,0.0363,26.5,8.0,0.0181,0.0023
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-west-2,OnDemand,Linux,0.1164,84.97,8.0,0.0582,0.0073
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-west-2,OnDemand,Windows,0.1699,124.03,8.0,0.0849,0.0106
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-west-2,OnDemand,RHEL,0.1245,90.89,8.0,0.0622,0.0078
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-west-2,Reserved-1yr,Linux,0.0698,50.95,8.0,0.0349,0.0044
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-west-2,Reserved-1yr,Windows,0.102,74.46,8.0,0.051,0.0064
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-west-2,Reserved-1yr,RHEL,0.0747,54.53,8.0,0.0374,0.0047
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-west-2,Reserved-3yr,Linux,0.0466,34.02,8.0,0.0233,0.0029
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-west-2,Reserved-3yr,Windows,0.068,49.64,8.0,0.034,0.0043
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-west-2,Reserved-3yr,RHEL,0.0498,36.35,8.0,0.0249,0.0031
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-west-2,Spot,Linux,0.0349,25.48,8.0,0.0175,0.0022
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-west-2,Spot,Windows,0.051,37.23,8.0,0.0255,0.0032
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,us-west-2,Spot,RHEL,0.0374,27.3,8.0,0.0187,0.0023
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,eu-west-1,OnDemand,Linux,0.1243,90.74,8.0,0.0621,0.0078
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,eu-west-1,OnDemand,Windows,0.1815,132.5,8.0,0.0907,0.0113
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,eu-west-1,OnDemand,RHEL,0.133,97.09,8.0,0.0665,0.0083
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,eu-west-1,Reserved-1yr,Linux,0.0746,54.46,8.0,0.0373,0.0047
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,eu-west-1,Reserved-1yr,Windows,0.1089,79.5,8.0,0.0544,0.0068
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,eu-west-1,Reserved-1yr,RHEL,0.0798,58.25,8.0,0.0399,0.005
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,eu-west-1,Reserved-3yr,Linux,0.0497,36.28,8.0,0.0249,0.0031
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,eu-west-1,Reserved-3yr,Windows,0.0726,53.0,8.0,0.0363,0.0045
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,eu-west-1,Reserved-3yr,RHEL,0.0532,38.84,8.0,0.0266,0.0033
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,eu-west-1,Spot,Linux,0.0373,27.23,8.0,0.0186,0.0023
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,eu-west-1,Spot,Windows,0.0544,39.71,8.0,0.0272,0.0034
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,eu-west-1,Spot,RHEL,0.0399,29.13,8.0,0.0199,0.0025
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,OnDemand,Linux,0.1299,94.83,8.0,0.0649,0.0081
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,OnDemand,Windows,0.1897,138.48,8.0,0.0949,0.0119
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,OnDemand,RHEL,0.139,101.47,8.0,0.0695,0.0087
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Reserved-1yr,Linux,0.078,56.94,8.0,0.039,0.0049
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Reserved-1yr,Windows,0.1138,83.07,8.0,0.0569,0.0071
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Reserved-1yr,RHEL,0.0834,60.88,8.0,0.0417,0.0052
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Reserved-3yr,Linux,0.052,37.96,8.0,0.026,0.0032
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Reserved-3yr,Windows,0.0759,55.41,8.0,0.0379,0.0047
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Reserved-3yr,RHEL,0.0556,40.59,8.0,0.0278,0.0035
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Spot,Linux,0.039,28.47,8.0,0.0195,0.0024
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Spot,Windows,0.0569,41.54,8.0,0.0284,0.0036
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Spot,RHEL,0.0417,30.44,8.0,0.0209,0.0026
r5a.large,r5a,large,Memory Optimized,2,16.0,10.0,ap-northeast-1,OnDemand,Linux,0.1356,98.99,8.0,0.0678,0.0085
